Species A	Species B	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	30	0.5404569895402671	0.005378315683564986
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	40	0.54500030771901	0.006053053428735271
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	50	0.5490641349568101	0.005526236684642314
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	100	0.5617198423416921	0.007395477232823742
rat	bakers	500	biological_process	auc	dsd-knn	50	-1	0.5243181486250148	0.002112125134249188
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	10	0.5305929979453968	0.00359756250857075
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	20	0.537473322104048	0.004003838395439721
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	30	0.544201990174941	0.005607328205990275
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	40	0.5487073909475848	0.006307814436320572
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	50	0.5527839110651865	0.005848360937954376
rat	bakers	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	100	0.5651697695660344	0.007660736807777501
rat	bakers	500	biological_process	f1max	dsd-knn	10	-1	0.012144882158271057	0.0021672181793898726
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	10	0.020742545785930537	0.0032271925020450985
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	20	0.027043064139194068	0.00453179684539144
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	30	0.03236788245733096	0.004714530127055589
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	40	0.03650438826560716	0.004441604190670335
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	50	0.03886785326019122	0.004798436778916192
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	100	0.046177945884326464	0.004782946381928714
rat	bakers	500	biological_process	f1max	dsd-knn	20	-1	0.01854293011512296	0.002393724737148097
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	10	0.02442057833988149	0.0029778187464912964
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	20	0.02988866978094345	0.004540249206316655
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	30	0.03516997762156386	0.005113877360042315
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	40	0.038755108820271375	0.0049817202765777766
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	50	0.04138854121060877	0.004846067838702885
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	100	0.04765254025035922	0.004764571211969502
rat	bakers	500	biological_process	f1max	dsd-knn	30	-1	0.02312826441947714	0.0025016337493066784
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	10	0.02749922155202473	0.0030526883012472416
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	20	0.032231224603562696	0.0044527154021820154
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	30	0.036500131805338135	0.0049015846665565466
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	40	0.04048023896231266	0.0047936815544900434
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	50	0.04285142785500222	0.00433346165441624
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	100	0.04917503101020276	0.005021866896065271
rat	bakers	500	biological_process	f1max	dsd-knn	40	-1	0.026422386381107665	0.0017387068801889742
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	10	0.030381192023147496	0.0020561491625628093
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	20	0.03427019300137836	0.0031445389249897377
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	30	0.03791242222443676	0.0035311316892146314
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	40	0.04211257829006939	0.004090082333012313
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	50	0.044380305445391816	0.003749310023340381
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	100	0.05031156289452508	0.004801669025305443
rat	bakers	500	biological_process	f1max	dsd-knn	50	-1	0.028390622582870284	0.0017574939806601344
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	10	0.03199905514156965	0.002519419707653087
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	20	0.03581633578732375	0.003198194756259771
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	30	0.03971826935423979	0.0034800401997442387
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	40	0.043647013929899385	0.0040956533086135205
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	50	0.04561969265914245	0.00385130304870306
rat	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	100	0.05143379721300686	0.004865809161763898
rat	bakers	500	cellular_component	top-1-acc	dsd-knn	10	-1	0.09232838097236727	0.010353527714953762
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.2501205272765629	0.019403359537254528
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.26441310293331943	0.013385982151575385
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.26239983214703144	0.011258103024081527
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.25916824449934567	0.011532666348796818
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.25894950088416097	0.010334851443746365
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.2805791338987299	0.01573284992994106
rat	bakers	500	cellular_component	top-1-acc	dsd-knn	20	-1	0.13044048744714387	0.016373059423180732
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.25850929481157847	0.020527499540733605
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.26581060273811674	0.019185002935124703
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.2655241807069685	0.014700774517994116
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.26108694707692753	0.010021254431754998
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.25963131446782983	0.011678623089528335
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.29377132584370086	0.01647774149921574
rat	bakers	500	cellular_component	top-1-acc	dsd-knn	30	-1	0.16227456771505588	0.019444118343798805
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.2676914736403536	0.02962768532619049
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.2652121690969957	0.021478331001456012
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.2643885963829227	0.012549705060838575
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.2598027739786615	0.010649287262646526
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.2595911063908488	0.013918714429299409
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.2970845644374941	0.014194931692334916
rat	bakers	500	cellular_component	top-1-acc	dsd-knn	40	-1	0.20582464756209323	0.020399224547628148
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.276153860849924	0.024270869940946845
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.27623131321530014	0.016290785437542827
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.27051401872577935	0.013132471153475394
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.26041854496015215	0.008267592826868472
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.26299990160193787	0.011577960413716603
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.30332331348688196	0.0149505536037219
rat	bakers	500	cellular_component	top-1-acc	dsd-knn	50	-1	0.20943046410195593	0.02123059538392627
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.2746388606443803	0.02870240438678109
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.27560929997694306	0.02381833242570494
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.2725867502911683	0.01397999210095584
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.2604069556723541	0.010499791034331253
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.26536193264511576	0.013326246517959427
rat	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.306074400643059	0.014111886642486502
rat	bakers	500	cellular_component	aupr	dsd-knn	10	-1	0.06554283063033262	0.010366965249050132
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	10	0.1817565122502875	0.012509595501923236
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	20	0.2078262904495666	0.0070342060054934775
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	30	0.2199024027493301	0.008788483668247415
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	40	0.22789929939279077	0.009213454531109598
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	50	0.23273046518787788	0.007286083191351544
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	100	0.24734830420026643	0.0025044368535754803
rat	bakers	500	cellular_component	aupr	dsd-knn	20	-1	0.09714748107885368	0.012060983986419102
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	10	0.1913925829527899	0.011053630340486991
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	20	0.21386677195912399	0.008415231541715687
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	30	0.22610411871258718	0.008699397823367771
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	40	0.2321726060951006	0.008186557069029633
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	50	0.23564293418970683	0.006825357495907334
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	100	0.2522990890490565	0.0028488496805957253
rat	bakers	500	cellular_component	aupr	dsd-knn	30	-1	0.13048695450067013	0.01693848961537922
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	10	0.20358774056562395	0.010359646776696376
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	20	0.2188397853434453	0.00811149296966881
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	30	0.23045877249526753	0.007170201521229618
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	40	0.2355595155348104	0.007296441385539425
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	50	0.23860044160902216	0.005101263055162054
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	100	0.2548351820482703	0.003573004567291486
rat	bakers	500	cellular_component	aupr	dsd-knn	40	-1	0.15674481119501588	0.01163739586455208
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	10	0.21410459276444643	0.008558569895334087
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	20	0.22842053831916065	0.005112905687717794
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	30	0.23636384595577456	0.006184584829714178
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	40	0.2400799640164978	0.006452333696591372
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	50	0.24243699777192945	0.004552926688665403
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	100	0.25798171249787494	0.00380762199897521
rat	bakers	500	cellular_component	aupr	dsd-knn	50	-1	0.16954171846169203	0.011230112232833368
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	10	0.2197219069610369	0.009277339419274161
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	20	0.23193745960350168	0.006872345380836254
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	30	0.24148891832275673	0.006422646783504515
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	40	0.24331173951247892	0.006508420081827051
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	50	0.24535532734348467	0.005384400523677382
rat	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	100	0.2599488795395539	0.004929382606050017
rat	bakers	500	cellular_component	auc	dsd-knn	10	-1	0.4174532902685589	0.026478810030557538
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	10	0.6542787157920514	0.008813430780879582
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	20	0.6865130028491713	0.008579518280716396
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	30	0.7083206197550026	0.010004170929226614
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	40	0.7185833119083522	0.008796825564710793
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	50	0.7251951308882272	0.00872383853005315
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	100	0.7366650541290676	0.00977826294119505
rat	bakers	500	cellular_component	auc	dsd-knn	20	-1	0.5590565869155557	0.024115558111325996
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	10	0.6702450118114781	0.009945322750917881
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	20	0.6979299030617353	0.009250964612091041
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	30	0.7175674915344263	0.010109858505572783
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	40	0.7272572641342222	0.009152556134042806
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	50	0.7336183508735994	0.009388160166216037
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	100	0.7444258989008119	0.01063071734084499
rat	bakers	500	cellular_component	auc	dsd-knn	30	-1	0.6232189453893916	0.015186252890545125
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	10	0.684006737019022	0.00780899075490727
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	20	0.708745287951783	0.006787409873645058
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	30	0.7257070012751266	0.00841312816817485
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	40	0.7349271580141344	0.007701261197420352
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	50	0.7413212276232646	0.008026148316138404
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	100	0.7514137776866818	0.009629653163827124
rat	bakers	500	cellular_component	auc	dsd-knn	40	-1	0.656149665068279	0.008825351303155494
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	10	0.6973278254614146	0.007792131829262923
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	20	0.7185060230022888	0.003980618757096986
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	30	0.7332646454651571	0.006272416614864077
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	40	0.7421383365971138	0.0062380734021885605
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	50	0.7483471974626421	0.006787178074019143
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	100	0.757820529249768	0.009343747196343795
rat	bakers	500	cellular_component	auc	dsd-knn	50	-1	0.6766740859889504	0.005682554249406013
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	10	0.7079915180956755	0.006353951985299721
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	20	0.7262947054301963	0.00437880404051971
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	30	0.7395869406436344	0.006237258597300098
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	40	0.7480521421327564	0.006094368873612536
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	50	0.7538169814888679	0.006434435927427316
rat	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	100	0.762721562683983	0.00934023331313182
rat	bakers	500	cellular_component	f1max	dsd-knn	10	-1	0.10284632442986737	0.012682190092846591
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	10	0.26286684412998457	0.012330194259411315
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	20	0.2979552270708102	0.0073377817815051235
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	30	0.3143777422014482	0.00917230587708617
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	40	0.3229435143579379	0.009014612061881328
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	50	0.32929325055044434	0.007465689184178561
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	100	0.34253581318871906	0.003703198839324987
rat	bakers	500	cellular_component	f1max	dsd-knn	20	-1	0.15799574168992891	0.016659287113777066
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	10	0.27876039377209916	0.01154093543464155
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	20	0.3076526372167451	0.007647735096137524
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	30	0.32240585493200313	0.00886675820500222
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	40	0.3281526549874141	0.00851129159328455
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	50	0.3328758662321965	0.007413554750630219
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	100	0.34666848060022215	0.0031523489531805992
rat	bakers	500	cellular_component	f1max	dsd-knn	30	-1	0.2073714804481858	0.019131784887976434
rat	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	10	0.2951270794896487	0.00791948309102629
